short_name,age,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic,value_eur,predicted_value,value_gap
G. Chávez,21,185,82,65.0,59.0,53.0,57.0,45.0,70.0,220000,268800.0,48800.0
J. Gibson,22,178,80,75.0,58.0,46.0,60.0,24.0,39.0,120000,168775.0,48775.0
R. Edwards,24,175,66,77.0,55.0,60.0,68.0,58.0,63.0,675000,723750.0,48750.0
F. Pons,24,187,84,64.0,67.0,46.0,59.0,34.0,69.0,775000,823750.0,48750.0
M. Al Dhaw,26,169,67,70.0,56.0,55.0,63.0,40.0,57.0,240000,288750.0,48750.0
K. Sato,29,176,68,67.0,64.0,65.0,67.0,48.0,60.0,525000,573750.0,48750.0
J. Timber,19,179,77,75.0,40.0,55.0,63.0,64.0,65.0,875000,923750.0,48750.0
K. Balogiannis,21,179,71,69.0,44.0,63.0,61.0,59.0,63.0,450000,498750.0,48750.0
J. Gemmer,24,183,76,63.0,45.0,58.0,62.0,53.0,67.0,170000,218700.0,48700.0
N. Hebisch,30,191,82,63.0,63.0,41.0,53.0,21.0,62.0,200000,248675.0,48675.0
G. Șerban,20,182,73,62.0,48.0,55.0,61.0,55.0,64.0,230000,278675.0,48675.0
D. Pineda,25,178,77,55.0,64.0,43.0,58.0,28.0,57.0,275000,323675.0,48675.0
M. Piossek,30,176,73,71.0,63.0,62.0,66.0,49.0,70.0,500000,548625.0,48625.0
K. Parks,22,191,81,41.0,62.0,65.0,68.0,64.0,69.0,1200000,1248625.0,48625.0
M. Knoester,21,186,77,59.0,28.0,47.0,51.0,67.0,73.0,1100000,1148625.0,48625.0
D. Burnić,22,181,70,79.0,48.0,66.0,71.0,63.0,66.0,1200000,1248625.0,48625.0
R. Makowski,23,191,78,62.0,61.0,60.0,62.0,46.0,67.0,425000,473625.0,48625.0
M. Cholewiak,30,184,73,90.0,62.0,59.0,66.0,60.0,63.0,600000,648625.0,48625.0
S. Svarnas,22,183,76,64.0,36.0,43.0,45.0,67.0,63.0,550000,598625.0,48625.0
J. Heil,23,176,70,67.0,54.0,56.0,63.0,61.0,65.0,425000,473500.0,48500.0
M. Perez,29,180,73,70.0,52.0,65.0,67.0,64.0,72.0,900000,948500.0,48500.0
M. Jurman,30,191,87,42.0,40.0,53.0,48.0,65.0,79.0,450000,498500.0,48500.0
J. Gammelby,25,192,81,74.0,56.0,62.0,64.0,59.0,70.0,600000,648500.0,48500.0
M. Akbaş,30,188,81,41.0,52.0,55.0,59.0,65.0,74.0,450000,498500.0,48500.0
Doo Hyun Seok,24,169,65,78.0,57.0,51.0,63.0,18.0,54.0,275000,323500.0,48500.0
F. Lepore,34,178,72,73.0,53.0,63.0,63.0,54.0,65.0,190000,238475.0,48475.0
J. Welzmüller,30,188,75,56.0,27.0,36.0,42.0,63.0,67.0,250000,298475.0,48475.0
Y. Yuzawa,29,167,60,65.0,51.0,60.0,63.0,24.0,47.0,200000,248475.0,48475.0
Xavi Boniquet,30,173,68,74.0,55.0,58.0,66.0,35.0,37.0,275000,323475.0,48475.0
O. Muzayil,27,173,61,76.0,37.0,52.0,60.0,57.0,66.0,275000,323450.0,48450.0
J. Proctor,28,188,78,66.0,60.0,54.0,60.0,31.0,70.0,250000,298425.0,48425.0
A. Sayyadmanesh,19,182,70,62.0,57.0,40.0,66.0,29.0,59.0,450000,498425.0,48425.0
R. Faivre,21,180,69,61.0,53.0,65.0,65.0,58.0,58.0,700000,748400.0,48400.0
D. Sula,22,185,75,62.0,63.0,55.0,63.0,20.0,63.0,525000,573375.0,48375.0
Nené,25,187,80,60.0,57.0,62.0,62.0,53.0,71.0,375000,423375.0,48375.0
A. Mendy,26,185,84,69.0,72.0,51.0,63.0,24.0,77.0,2200000,2248375.0,48375.0
S. Wieser,27,185,80,62.0,55.0,60.0,64.0,62.0,68.0,475000,523375.0,48375.0
Michael Pinto,27,176,70,67.0,34.0,59.0,68.0,63.0,67.0,650000,698375.0,48375.0
A. Merkel,28,179,72,66.0,61.0,72.0,69.0,57.0,62.0,900000,948375.0,48375.0
J. Meza,26,177,75,67.0,44.0,57.0,53.0,60.0,57.0,210000,258350.0,48350.0
Flavio,24,177,73,65.0,49.0,57.0,58.0,60.0,63.0,275000,323300.0,48300.0
Wu Qing,38,170,70,38.0,58.0,64.0,61.0,58.0,61.0,30000,78300.0,48300.0
C. MacPherson,21,177,71,68.0,47.0,58.0,61.0,57.0,71.0,275000,323275.0,48275.0
L. Tankulić,29,183,77,70.0,60.0,54.0,66.0,31.0,66.0,350000,398250.0,48250.0
Kirian,24,180,75,66.0,57.0,65.0,69.0,54.0,65.0,900000,948250.0,48250.0
P. Ntep,27,180,75,79.0,67.0,68.0,72.0,29.0,64.0,2500000,2548250.0,48250.0
V. Lekhal,26,187,72,74.0,40.0,60.0,58.0,65.0,73.0,1000000,1048250.0,48250.0
S. Ngom,27,182,77,73.0,65.0,54.0,67.0,29.0,61.0,525000,573225.0,48225.0
M. Osores,23,190,78,54.0,33.0,38.0,43.0,63.0,66.0,350000,398225.0,48225.0
K. Al Ghamdi,32,165,64,83.0,31.0,60.0,66.0,60.0,66.0,475000,523200.0,48200.0
K. Askildsen,19,190,77,62.0,43.0,55.0,60.0,55.0,56.0,220000,268200.0,48200.0
P. Kammerbauer,23,174,73,66.0,48.0,64.0,69.0,62.0,68.0,875000,923125.0,48125.0
D. Seys,23,168,73,77.0,60.0,61.0,68.0,33.0,61.0,725000,773125.0,48125.0
M. Bakhit,28,167,61,73.0,36.0,50.0,56.0,58.0,67.0,250000,298125.0,48125.0
B. Chardonnet,25,181,74,60.0,35.0,48.0,53.0,67.0,69.0,775000,823125.0,48125.0
N. Jambor,24,188,84,65.0,52.0,65.0,67.0,63.0,69.0,875000,923125.0,48125.0
D. Markey,23,170,68,72.0,54.0,56.0,61.0,45.0,43.0,140000,188100.0,48100.0
M. Târșă,22,182,75,69.0,44.0,52.0,56.0,55.0,69.0,130000,178100.0,48100.0
A. Akinfenwa,38,178,110,42.0,64.0,54.0,56.0,35.0,81.0,190000,238075.0,48075.0
S. Sutton,18,175,71,61.0,49.0,61.0,58.0,42.0,55.0,160000,208050.0,48050.0
T. Schröck,27,188,84,67.0,63.0,58.0,59.0,65.0,77.0,650000,698050.0,48050.0
B. Shea,30,191,86,67.0,57.0,62.0,65.0,60.0,70.0,350000,398050.0,48050.0
A. Gonçalves,34,178,79,54.0,49.0,67.0,68.0,62.0,83.0,500000,548025.0,48025.0
Zhang Xiaobin,26,188,79,53.0,51.0,54.0,55.0,59.0,69.0,160000,208000.0,48000.0
K. Haile-Selassie,18,173,63,67.0,42.0,44.0,60.0,30.0,42.0,80000,128000.0,48000.0
S. Guirassy,24,187,82,69.0,74.0,61.0,74.0,38.0,71.0,7500000,7548000.0,48000.0
U. Godwin-Malife,20,180,79,70.0,32.0,47.0,57.0,58.0,68.0,275000,322950.0,47950.0
Ricardo Santos,25,196,100,69.0,31.0,40.0,44.0,61.0,74.0,300000,347900.0,47900.0
M. Jonckheere,30,177,67,46.0,61.0,69.0,67.0,61.0,54.0,600000,647875.0,47875.0
H. Wahl,26,189,85,57.0,34.0,47.0,49.0,69.0,74.0,1000000,1047875.0,47875.0
Sergio Carrasco,21,178,69,62.0,55.0,66.0,65.0,48.0,47.0,450000,497850.0,47850.0
R. Connolly,28,177,76,63.0,51.0,59.0,58.0,50.0,63.0,100000,147800.0,47800.0
F. Gardoș,31,193,88,40.0,38.0,51.0,55.0,66.0,57.0,400000,447750.0,47750.0
B. Kemper,21,185,79,68.0,36.0,49.0,62.0,63.0,68.0,625000,672750.0,47750.0
J. Holland,31,182,76,64.0,62.0,68.0,71.0,68.0,78.0,2000000,2047750.0,47750.0
M. Stefaniak,25,178,76,75.0,62.0,62.0,69.0,29.0,58.0,775000,822750.0,47750.0
S. Tabekou,23,180,74,86.0,65.0,56.0,66.0,34.0,71.0,850000,897750.0,47750.0
H. Toivomäki,29,186,84,73.0,36.0,50.0,59.0,60.0,62.0,200000,247725.0,47725.0
B. Doukansy,20,188,67,57.0,39.0,51.0,59.0,58.0,62.0,250000,297650.0,47650.0
I. Jovanović,31,185,77,38.0,29.0,35.0,39.0,64.0,78.0,275000,322600.0,47600.0
D. O'Connor,23,173,68,76.0,53.0,54.0,61.0,40.0,61.0,240000,287525.0,47525.0
A. Al Suwat,25,168,57,65.0,59.0,59.0,67.0,44.0,60.0,400000,447500.0,47500.0
H. Ayala,33,183,81,55.0,53.0,65.0,59.0,78.0,72.0,3100000,3147500.0,47500.0
C. Avinel,33,187,84,73.0,46.0,50.0,43.0,67.0,81.0,425000,472450.0,47450.0
N. Backman,31,187,80,53.0,50.0,51.0,50.0,70.0,73.0,775000,822375.0,47375.0
M. Engels,26,183,84,81.0,66.0,63.0,69.0,27.0,67.0,1100000,1147375.0,47375.0
B. Traorè,22,183,80,76.0,59.0,55.0,58.0,30.0,61.0,300000,347375.0,47375.0
B. Mendy,20,191,82,60.0,40.0,53.0,48.0,62.0,68.0,425000,472375.0,47375.0
J. Eskesen,21,175,68,69.0,50.0,60.0,67.0,54.0,56.0,475000,522350.0,47350.0
Peteiro,22,176,71,59.0,33.0,35.0,41.0,65.0,54.0,400000,447275.0,47275.0
R. Nicolaisen,23,190,82,68.0,41.0,51.0,56.0,66.0,72.0,825000,872250.0,47250.0
Lee Jong Sung,27,187,72,50.0,55.0,59.0,61.0,60.0,73.0,325000,372250.0,47250.0
T. Holland,18,177,63,73.0,40.0,45.0,58.0,31.0,41.0,80000,127250.0,47250.0
O. Kakay,22,180,72,73.0,26.0,40.0,59.0,58.0,55.0,275000,322250.0,47250.0
Liao Lisheng,27,177,68,67.0,59.0,62.0,63.0,64.0,65.0,600000,647250.0,47250.0
P. López,22,167,60,69.0,51.0,62.0,66.0,43.0,55.0,375000,422225.0,47225.0
S. Sinclair,32,170,67,68.0,54.0,59.0,63.0,61.0,76.0,230000,277200.0,47200.0
Rodny Cabral,25,172,69,78.0,46.0,55.0,63.0,58.0,68.0,500000,547200.0,47200.0
K. Arase,21,172,62,88.0,59.0,57.0,73.0,26.0,43.0,1200000,1247125.0,47125.0
S. Brunelli,22,190,84,42.0,31.0,43.0,46.0,63.0,78.0,600000,647125.0,47125.0
Gil Dias,23,183,78,74.0,66.0,67.0,74.0,55.0,65.0,3200000,3247125.0,47125.0
K. Nkuba,18,173,70,75.0,48.0,49.0,69.0,22.0,35.0,325000,372100.0,47100.0
A. Dønnum,22,179,73,82.0,58.0,60.0,72.0,41.0,69.0,1400000,1447000.0,47000.0
O. Okungbowa,26,189,76,71.0,45.0,54.0,56.0,61.0,74.0,350000,397000.0,47000.0
A. Abdu,23,177,75,66.0,65.0,47.0,61.0,20.0,58.0,525000,572000.0,47000.0
G. Gül,21,180,78,63.0,29.0,52.0,60.0,66.0,67.0,875000,922000.0,47000.0
A. Mendoza,26,173,77,70.0,59.0,67.0,66.0,62.0,73.0,975000,1022000.0,47000.0
D. Kopacz,21,180,68,71.0,56.0,61.0,66.0,38.0,48.0,500000,547000.0,47000.0
T. Campbell,23,185,72,72.0,56.0,48.0,62.0,30.0,60.0,150000,197000.0,47000.0
Park Soo Il,24,178,68,67.0,42.0,54.0,63.0,48.0,62.0,100000,146975.0,46975.0
J. McAnuff,38,177,73,55.0,57.0,60.0,65.0,45.0,51.0,70000,116950.0,46950.0
I. Uzochukwu,30,171,76,75.0,53.0,53.0,64.0,58.0,71.0,250000,296925.0,46925.0
P. Lipski,26,186,81,67.0,63.0,64.0,65.0,45.0,68.0,525000,571875.0,46875.0
L. Brook,19,178,69,79.0,46.0,53.0,64.0,34.0,48.0,220000,266875.0,46875.0
A. Maldonado,22,187,85,51.0,32.0,37.0,42.0,66.0,73.0,625000,671875.0,46875.0
A. Ben Mohamed,25,176,70,90.0,57.0,58.0,64.0,59.0,70.0,675000,721875.0,46875.0
D. Benítez,32,189,82,29.0,32.0,40.0,33.0,61.0,76.0,190000,236850.0,46850.0
W. Evseev,28,179,73,71.0,57.0,62.0,68.0,56.0,59.0,375000,421850.0,46850.0
D. Meza Colli,31,179,71,54.0,49.0,55.0,65.0,59.0,61.0,275000,321775.0,46775.0
E. Zehir,22,183,78,66.0,38.0,55.0,59.0,63.0,65.0,550000,596750.0,46750.0
M. Jevtović,27,184,77,77.0,64.0,60.0,70.0,38.0,68.0,800000,846750.0,46750.0
M. Lund,29,183,76,67.0,60.0,61.0,60.0,64.0,74.0,425000,471750.0,46750.0
L. Štor,21,178,75,79.0,60.0,54.0,67.0,30.0,61.0,600000,646750.0,46750.0
M. Biankadi,25,181,78,79.0,58.0,60.0,70.0,54.0,76.0,950000,996750.0,46750.0
K. Anderson,25,178,71,80.0,62.0,56.0,68.0,21.0,54.0,525000,571750.0,46750.0
C. Edwards,26,180,70,54.0,65.0,67.0,66.0,58.0,63.0,775000,821750.0,46750.0
C. Bolger,28,196,78,44.0,28.0,31.0,32.0,62.0,71.0,300000,346675.0,46675.0
A. Reyes,19,178,72,53.0,52.0,55.0,60.0,55.0,55.0,140000,186650.0,46650.0
A. Ouahim,22,175,68,74.0,56.0,61.0,74.0,36.0,53.0,1100000,1146625.0,46625.0
P. Smyth,22,175,72,84.0,61.0,55.0,68.0,31.0,56.0,575000,621625.0,46625.0
D. Lavalée,23,187,76,64.0,29.0,62.0,62.0,65.0,67.0,825000,871625.0,46625.0
M. Multhaup,23,174,71,84.0,56.0,61.0,72.0,40.0,58.0,1100000,1146625.0,46625.0
B. Salamon,29,196,89,40.0,45.0,58.0,56.0,70.0,66.0,875000,921625.0,46625.0
B. Emir,32,178,73,71.0,46.0,57.0,63.0,67.0,62.0,475000,521600.0,46600.0
J. Fabisch,18,181,75,64.0,41.0,56.0,61.0,57.0,58.0,250000,296575.0,46575.0
A. Herzog,22,177,77,81.0,47.0,60.0,63.0,46.0,61.0,400000,446525.0,46525.0
Y. Nishimura,20,185,73,68.0,42.0,55.0,59.0,57.0,58.0,160000,206500.0,46500.0
Y. Takahashi,27,187,80,57.0,33.0,48.0,42.0,65.0,72.0,475000,521500.0,46500.0
Lombraña,20,173,70,59.0,42.0,54.0,57.0,58.0,53.0,220000,266450.0,46450.0
W. Kuzain,21,178,64,60.0,53.0,58.0,63.0,57.0,59.0,300000,346375.0,46375.0
Du Changjie,22,179,80,70.0,54.0,54.0,61.0,34.0,63.0,140000,186375.0,46375.0
Ma Xingyu,30,181,77,60.0,40.0,52.0,57.0,61.0,68.0,140000,186325.0,46325.0
B. Yaméogo,26,171,68,77.0,61.0,51.0,62.0,21.0,63.0,300000,346250.0,46250.0
M. McChrystal,36,185,86,31.0,31.0,40.0,37.0,56.0,57.0,20000,66250.0,46250.0
F. Rodríguez,33,186,78,43.0,37.0,53.0,50.0,69.0,73.0,375000,421250.0,46250.0
A. Winter,33,178,75,81.0,61.0,58.0,61.0,47.0,60.0,180000,226150.0,46150.0
M. Hansen,19,174,65,69.0,45.0,57.0,60.0,43.0,54.0,120000,166150.0,46150.0
Kang Ji Hoon,23,177,66,80.0,59.0,54.0,64.0,61.0,55.0,625000,671125.0,46125.0
F. Delaveris,19,185,81,69.0,54.0,56.0,64.0,20.0,58.0,325000,371125.0,46125.0
Fábio Nunes,27,185,78,76.0,61.0,65.0,71.0,55.0,67.0,950000,996125.0,46125.0
A. Al Khulaif,23,165,59,84.0,48.0,54.0,67.0,22.0,37.0,325000,371100.0,46100.0
R. Kikuchi,23,188,80,46.0,23.0,41.0,38.0,62.0,75.0,450000,496075.0,46075.0
C. Schösswendter,31,194,81,40.0,26.0,40.0,36.0,66.0,75.0,400000,446075.0,46075.0
N. Baxevanos,20,187,85,72.0,22.0,28.0,31.0,61.0,54.0,275000,321050.0,46050.0
Henrique Trevisan,23,180,70,52.0,30.0,42.0,40.0,66.0,67.0,550000,596000.0,46000.0
S. Yazıcı,22,180,75,45.0,58.0,42.0,55.0,20.0,52.0,140000,186000.0,46000.0
J. Campbell,17,171,69,78.0,37.0,43.0,61.0,26.0,45.0,100000,145975.0,45975.0
J. González,30,165,59,61.0,65.0,51.0,59.0,22.0,60.0,350000,395975.0,45975.0
D. Whitehead,26,179,69,70.0,58.0,60.0,64.0,53.0,61.0,300000,345975.0,45975.0
K. Saito,23,170,61,69.0,60.0,60.0,68.0,42.0,42.0,500000,545975.0,45975.0
M. Marshall,33,170,69,82.0,59.0,59.0,67.0,46.0,62.0,275000,320900.0,45900.0
G. Rólantsson,27,187,82,81.0,61.0,62.0,64.0,59.0,69.0,575000,620875.0,45875.0
J. Rivierez,31,182,82,50.0,28.0,54.0,57.0,66.0,77.0,475000,520875.0,45875.0
T. Touré,26,175,72,75.0,64.0,67.0,71.0,43.0,65.0,1200000,1245875.0,45875.0
T. Ndenge,23,188,80,69.0,57.0,61.0,65.0,62.0,73.0,775000,820875.0,45875.0
K. Moleko,30,181,76,77.0,49.0,60.0,66.0,63.0,61.0,500000,545875.0,45875.0
Tiago Esgaio,24,175,71,67.0,55.0,62.0,66.0,66.0,64.0,900000,945875.0,45875.0
N. Andereggen,20,176,75,66.0,58.0,47.0,61.0,19.0,58.0,230000,275850.0,45850.0
R. Kitto,25,179,73,76.0,55.0,59.0,62.0,53.0,61.0,250000,295850.0,45850.0
M. Uğurlu,31,177,74,75.0,35.0,52.0,65.0,59.0,57.0,275000,320850.0,45850.0
N. Dailly,18,173,65,70.0,59.0,53.0,63.0,23.0,44.0,190000,235825.0,45825.0
W. Semedo,26,185,68,76.0,63.0,60.0,69.0,36.0,64.0,750000,795750.0,45750.0
A. Ildız,23,181,81,62.0,49.0,58.0,62.0,61.0,67.0,400000,445750.0,45750.0
P. Labrin,20,170,69,69.0,55.0,56.0,65.0,55.0,64.0,375000,420675.0,45675.0
Zhang Lu,32,181,74,74.0,57.0,54.0,58.0,56.0,64.0,160000,205650.0,45650.0
Indjai Correia,20,176,82,75.0,58.0,53.0,65.0,28.0,51.0,300000,345650.0,45650.0
S. Sinyan,23,188,80,72.0,43.0,52.0,57.0,62.0,70.0,525000,570625.0,45625.0
I. Ramírez,30,170,67,61.0,36.0,61.0,60.0,56.0,66.0,250000,295625.0,45625.0
Liu Yiming,25,190,82,58.0,26.0,41.0,45.0,61.0,74.0,375000,420625.0,45625.0
G. Montes,25,174,74,70.0,59.0,63.0,64.0,64.0,62.0,700000,745625.0,45625.0
Sandro Maceira,28,178,74,70.0,65.0,71.0,70.0,46.0,63.0,1100000,1145625.0,45625.0
R. Tesche,33,182,78,58.0,65.0,67.0,67.0,65.0,71.0,500000,545625.0,45625.0
T. Dangda,32,181,71,71.0,68.0,55.0,69.0,31.0,66.0,725000,770625.0,45625.0
J. Aponte,28,173,72,71.0,53.0,61.0,66.0,61.0,71.0,475000,520625.0,45625.0
Nacho Pastor,17,186,80,63.0,33.0,33.0,36.0,62.0,50.0,190000,235625.0,45625.0
J. Gol,34,182,77,62.0,63.0,68.0,70.0,69.0,75.0,1200000,1245625.0,45625.0
L. González,20,170,73,79.0,62.0,54.0,63.0,30.0,63.0,550000,595625.0,45625.0
F. Öztorun,33,176,66,66.0,43.0,60.0,66.0,66.0,67.0,475000,520600.0,45600.0
E. Aranda,35,175,72,79.0,56.0,65.0,69.0,54.0,52.0,325000,370575.0,45575.0
O. Fernández,20,180,70,69.0,61.0,51.0,54.0,37.0,63.0,210000,255575.0,45575.0
J. Weigel,18,185,80,54.0,36.0,48.0,43.0,55.0,68.0,150000,195550.0,45550.0
J. Sorbon,36,183,79,31.0,31.0,56.0,45.0,70.0,67.0,210000,255550.0,45550.0
R. Cretaro,38,165,64,43.0,57.0,55.0,61.0,32.0,40.0,30000,75550.0,45550.0
Bruno Leite,25,184,75,71.0,51.0,62.0,66.0,61.0,67.0,700000,745500.0,45500.0
S. Ingelsson,22,189,83,75.0,54.0,63.0,65.0,55.0,70.0,625000,670500.0,45500.0
D. Petrovič,22,179,75,69.0,53.0,67.0,66.0,57.0,68.0,900000,945500.0,45500.0
L. Kalvach,24,183,77,71.0,63.0,71.0,74.0,71.0,74.0,7000000,7045500.0,45500.0
K. Rendón,27,182,74,74.0,57.0,64.0,62.0,53.0,68.0,300000,345475.0,45475.0
Tian Yinong,29,182,72,75.0,31.0,55.0,62.0,58.0,74.0,240000,285450.0,45450.0
F. Santos,33,171,70,71.0,63.0,64.0,71.0,41.0,64.0,550000,595450.0,45450.0
F. Ospitaleche,24,179,74,59.0,53.0,53.0,61.0,56.0,59.0,210000,255400.0,45400.0
Casagrande,21,186,74,62.0,31.0,40.0,57.0,66.0,64.0,650000,695375.0,45375.0
T. Weilandt,28,186,73,74.0,65.0,61.0,70.0,39.0,61.0,775000,820375.0,45375.0
T. Schmitt,23,180,73,66.0,58.0,49.0,60.0,26.0,63.0,150000,195375.0,45375.0
B. Diakité,19,186,82,63.0,38.0,57.0,55.0,69.0,70.0,1600000,1645375.0,45375.0
Iván Bravo,19,178,64,76.0,33.0,49.0,61.0,61.0,57.0,675000,720375.0,45375.0
L. Kitching,20,191,80,55.0,29.0,43.0,46.0,61.0,71.0,375000,420375.0,45375.0
M. Covea,26,177,75,80.0,54.0,61.0,70.0,29.0,56.0,700000,745250.0,45250.0
R. González,29,182,79,40.0,37.0,45.0,51.0,68.0,77.0,750000,795250.0,45250.0
S. Ricci,18,178,72,67.0,41.0,63.0,64.0,61.0,63.0,625000,670250.0,45250.0
Jung Seok Hwa,29,171,63,76.0,63.0,64.0,71.0,51.0,59.0,750000,795250.0,45250.0
K. Burger,25,189,74,59.0,27.0,52.0,54.0,64.0,70.0,525000,570250.0,45250.0
Getterson,29,177,70,74.0,67.0,53.0,68.0,28.0,74.0,900000,945125.0,45125.0
C. Ogilvie,24,184,82,69.0,36.0,59.0,62.0,65.0,66.0,800000,845125.0,45125.0
S. Väisänen,26,190,75,53.0,39.0,53.0,57.0,68.0,66.0,825000,870125.0,45125.0
Zhang Yuning,23,185,80,66.0,67.0,58.0,62.0,30.0,66.0,750000,795125.0,45125.0
S. Tarashaj,25,176,82,69.0,61.0,59.0,65.0,27.0,64.0,450000,495125.0,45125.0
Raúl Sánchez,22,188,77,59.0,56.0,57.0,61.0,33.0,50.0,220000,265100.0,45100.0
J. Donkor,21,176,70,85.0,53.0,49.0,66.0,26.0,42.0,275000,320025.0,45025.0
F. Depaoli,23,182,71,72.0,53.0,70.0,72.0,67.0,55.0,3600000,3645000.0,45000.0
A. Paganoni,31,169,68,73.0,56.0,61.0,67.0,64.0,65.0,650000,695000.0,45000.0
K. Schulz,30,188,82,69.0,56.0,62.0,61.0,64.0,76.0,500000,545000.0,45000.0
M. Sitti,20,182,73,63.0,47.0,61.0,66.0,61.0,66.0,750000,795000.0,45000.0
S. Salcedo,22,183,75,65.0,33.0,43.0,52.0,74.0,74.0,4900000,4945000.0,45000.0
Y. Aït Bennasser,23,184,74,67.0,62.0,74.0,76.0,65.0,66.0,5000000,5045000.0,45000.0
G. Honciu,31,181,78,63.0,55.0,63.0,57.0,49.0,65.0,110000,154875.0,44875.0
F. Cobos,27,178,78,59.0,39.0,54.0,66.0,63.0,70.0,525000,569875.0,44875.0
E. O'Kane,29,173,69,65.0,52.0,65.0,67.0,60.0,57.0,475000,519875.0,44875.0
S. Ferguson,28,175,66,76.0,57.0,63.0,68.0,62.0,64.0,650000,694875.0,44875.0
R. Curtis,24,182,77,86.0,64.0,60.0,69.0,48.0,76.0,1400000,1444875.0,44875.0
I. Kestler,22,181,81,68.0,65.0,35.0,65.0,22.0,55.0,650000,694850.0,44850.0
F. Martínez,35,179,75,54.0,58.0,68.0,60.0,37.0,59.0,240000,284800.0,44800.0
T. Vancooten,22,185,78,71.0,37.0,49.0,54.0,56.0,69.0,230000,274775.0,44775.0
I. Protti,25,175,71,79.0,59.0,48.0,65.0,17.0,53.0,275000,319775.0,44775.0
A. Scully,21,175,66,77.0,60.0,54.0,64.0,34.0,54.0,350000,394750.0,44750.0
R. Ortíz,17,185,75,64.0,37.0,45.0,47.0,63.0,67.0,550000,594750.0,44750.0
F. Lemoine,33,175,71,38.0,58.0,68.0,68.0,70.0,74.0,1500000,1544750.0,44750.0
E. Iyoha,22,191,86,76.0,64.0,53.0,70.0,20.0,67.0,1100000,1144750.0,44750.0
Ángel,22,183,77,68.0,35.0,51.0,59.0,63.0,64.0,575000,619750.0,44750.0
A. Williams,33,188,78,54.0,64.0,52.0,58.0,27.0,67.0,160000,204750.0,44750.0
Tan Wangsong,34,180,70,36.0,54.0,57.0,56.0,61.0,72.0,50000,94750.0,44750.0
S. Conteh,23,178,72,93.0,56.0,50.0,68.0,37.0,60.0,500000,544675.0,44675.0
D. Dąbrowski,27,182,81,67.0,56.0,64.0,65.0,66.0,70.0,925000,969625.0,44625.0
M. Krauß,23,170,73,79.0,48.0,55.0,69.0,30.0,57.0,525000,569625.0,44625.0
Dalmau,26,182,74,71.0,71.0,53.0,66.0,41.0,56.0,1300000,1344625.0,44625.0
C. Hendry,22,182,70,69.0,61.0,44.0,64.0,23.0,51.0,350000,394600.0,44600.0
M. Valverde,32,174,74,63.0,62.0,62.0,66.0,43.0,67.0,350000,394550.0,44550.0
M. Nuñez,20,181,70,61.0,45.0,59.0,63.0,34.0,46.0,170000,214525.0,44525.0
D. Batth,29,191,90,32.0,23.0,42.0,37.0,70.0,83.0,1500000,1544500.0,44500.0
S. Sno,24,176,70,78.0,50.0,54.0,62.0,57.0,62.0,375000,419500.0,44500.0
S. Mladenovic,26,177,65,90.0,53.0,49.0,62.0,30.0,55.0,240000,284400.0,44400.0
Yun Ju Tae,30,181,78,77.0,57.0,56.0,60.0,27.0,63.0,150000,194400.0,44400.0
L. Figueroa,37,179,77,52.0,58.0,70.0,63.0,56.0,61.0,150000,194375.0,44375.0
D. Parkhouse,20,185,81,68.0,61.0,46.0,54.0,34.0,59.0,275000,319375.0,44375.0
C. McJannet,21,180,67,58.0,36.0,42.0,60.0,58.0,51.0,200000,244350.0,44350.0
A. Dia,27,178,68,76.0,38.0,54.0,63.0,61.0,64.0,525000,569325.0,44325.0
N. Messiniti,24,184,80,62.0,64.0,48.0,64.0,28.0,62.0,525000,569300.0,44300.0
M. Blauensteiner,25,182,78,71.0,47.0,56.0,60.0,62.0,68.0,500000,544300.0,44300.0
J. Benet,25,186,75,61.0,64.0,70.0,68.0,57.0,71.0,1200000,1244250.0,44250.0
M. Leovac,31,180,71,82.0,55.0,61.0,68.0,65.0,74.0,1700000,1744250.0,44250.0
M. Madsen,18,183,73,69.0,32.0,43.0,52.0,48.0,39.0,70000,114250.0,44250.0
D. Acosta,22,180,77,73.0,49.0,62.0,64.0,62.0,67.0,850000,894250.0,44250.0
V. Ramis,25,181,77,70.0,63.0,57.0,68.0,39.0,66.0,650000,694250.0,44250.0
L. Albertengo,29,185,75,66.0,68.0,63.0,66.0,26.0,70.0,750000,794125.0,44125.0
V. Golemić,29,192,83,43.0,28.0,29.0,38.0,67.0,72.0,450000,494125.0,44125.0
P. Jaeckel,21,188,80,59.0,33.0,51.0,46.0,68.0,68.0,1100000,1144125.0,44125.0
A. Büyük,32,177,78,75.0,71.0,66.0,76.0,29.0,67.0,3100000,3144125.0,44125.0
Juanfran,31,180,69,74.0,66.0,69.0,74.0,70.0,71.0,4100000,4144125.0,44125.0
E. Tubluk,20,171,68,78.0,51.0,50.0,66.0,31.0,45.0,275000,319075.0,44075.0
E. Binaku,24,185,70,81.0,41.0,52.0,65.0,57.0,64.0,425000,469050.0,44050.0
P. Krawczyk,25,188,79,61.0,59.0,42.0,57.0,19.0,58.0,210000,254050.0,44050.0
D. Diring,28,180,77,69.0,55.0,66.0,66.0,60.0,73.0,650000,694025.0,44025.0
K. Masangu,20,185,75,66.0,41.0,52.0,58.0,58.0,67.0,250000,294000.0,44000.0
F. Cassata,22,183,76,62.0,48.0,68.0,71.0,54.0,58.0,1400000,1444000.0,44000.0
