short_name,age,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic,value_eur
G. González,25,173,73,79.0,43.0,61.0,65.0,69.0,63.0,4400000
J. Geis,26,181,81,48.0,65.0,78.0,63.0,71.0,71.0,4300000
E. Gnahoré,26,188,88,66.0,68.0,70.0,71.0,68.0,77.0,4800000
P. Bauer,27,192,88,32.0,45.0,53.0,45.0,75.0,75.0,4200000
S. Falette,28,184,91,66.0,44.0,44.0,46.0,73.0,82.0,4000000
D. Pelkas,26,175,73,80.0,69.0,73.0,76.0,37.0,49.0,4800000
D. Dessoleil,27,188,80,52.0,46.0,52.0,48.0,75.0,76.0,4200000
Diego Lopes,26,171,64,70.0,69.0,72.0,76.0,49.0,54.0,4800000
L. Magallán,26,185,83,53.0,38.0,52.0,58.0,74.0,79.0,4300000
K. Karaman,26,189,83,71.0,72.0,65.0,76.0,27.0,69.0,4900000
W. Zimmerman,27,191,89,58.0,50.0,52.0,50.0,72.0,81.0,4200000
P. Mainka,25,194,86,49.0,39.0,51.0,51.0,75.0,77.0,4300000
M. Tisserand,27,190,80,66.0,59.0,69.0,66.0,73.0,76.0,4200000
S. Ingason,26,188,83,61.0,50.0,53.0,54.0,75.0,74.0,4300000
A. Umar,25,174,72,81.0,66.0,68.0,77.0,46.0,71.0,4900000
J. Mišić,26,184,79,66.0,67.0,73.0,74.0,63.0,70.0,4800000
G. Shoji,27,182,76,77.0,41.0,53.0,57.0,75.0,73.0,4200000
Jorge Praceira,28,180,74,66.0,40.0,56.0,62.0,76.0,73.0,4000000
M. Abeid,27,178,77,58.0,68.0,70.0,74.0,67.0,75.0,4100000
L. Cooper,28,188,73,51.0,35.0,54.0,57.0,73.0,77.0,3900000
L. González Pirez,28,185,80,69.0,48.0,62.0,67.0,73.0,78.0,3900000
A. Wakaso,28,178,82,66.0,49.0,60.0,66.0,74.0,76.0,4000000
A. Limbombe,25,177,72,82.0,69.0,67.0,77.0,53.0,61.0,4800000
F. Quignon,27,174,75,67.0,59.0,69.0,76.0,69.0,77.0,4100000
M. Bruno,26,178,73,74.0,69.0,72.0,76.0,36.0,65.0,4700000
M. Krmenčík,27,190,85,73.0,71.0,58.0,70.0,27.0,79.0,4700000
A. Poko,27,173,72,74.0,57.0,64.0,74.0,69.0,79.0,4100000
A. Ciciretti,26,170,62,77.0,68.0,73.0,75.0,35.0,49.0,4700000
T. Rogić,27,189,88,67.0,73.0,70.0,75.0,50.0,64.0,4600000
S. Byram,26,183,72,71.0,60.0,66.0,72.0,71.0,70.0,4100000
D. Moberg Karlsson,26,177,74,87.0,67.0,66.0,74.0,30.0,59.0,4700000
J. Maclaren,26,179,76,80.0,72.0,60.0,71.0,37.0,74.0,4800000
M. Nervo,29,181,83,58.0,43.0,56.0,55.0,72.0,82.0,3800000
F. Mora,26,175,72,80.0,74.0,55.0,72.0,27.0,65.0,4800000
K. Sema,26,180,69,78.0,66.0,71.0,75.0,56.0,68.0,4700000
Burgui,26,184,75,73.0,67.0,71.0,74.0,41.0,57.0,4700000
Jemerson,27,184,77,58.0,37.0,49.0,57.0,73.0,75.0,4000000
L. Lerager,26,188,85,58.0,67.0,69.0,68.0,70.0,72.0,4600000
L. Acosta,26,161,61,80.0,66.0,68.0,80.0,46.0,55.0,4700000
Hélder Costa,26,179,77,86.0,66.0,67.0,76.0,28.0,57.0,4700000
V. Salazar,27,175,67,91.0,48.0,57.0,71.0,66.0,72.0,4000000
J. Duque,28,174,68,64.0,44.0,60.0,64.0,72.0,75.0,4000000
S. Gümüş,26,179,71,83.0,72.0,67.0,75.0,33.0,60.0,4700000
Bruno Gaspar,27,180,69,82.0,58.0,65.0,75.0,67.0,66.0,4000000
D. Álvarez,25,176,75,88.0,59.0,70.0,75.0,32.0,60.0,4800000
C. González,27,183,80,60.0,77.0,53.0,67.0,34.0,72.0,4700000
C. Guanca,27,177,78,78.0,72.0,68.0,73.0,39.0,68.0,4600000
R. Krunić,26,184,74,66.0,73.0,73.0,76.0,65.0,69.0,4600000
D. Terans,25,171,71,88.0,68.0,72.0,74.0,29.0,60.0,4800000
B. Barišić,27,186,80,76.0,48.0,71.0,70.0,69.0,73.0,4000000
M. Hanousek,27,181,76,85.0,44.0,63.0,68.0,66.0,72.0,4000000
D. Saba,27,168,70,89.0,68.0,69.0,75.0,29.0,63.0,4600000
T. Holeš,27,180,73,74.0,63.0,69.0,71.0,71.0,79.0,4100000
Ricardo Costa,39,183,80,44.0,37.0,47.0,52.0,74.0,72.0,550000
R. Santa Cruz,38,189,80,33.0,74.0,61.0,63.0,36.0,62.0,1400000
J. Defoe,37,171,65,64.0,78.0,60.0,74.0,26.0,56.0,1400000
M. Liendl,34,176,74,54.0,72.0,77.0,72.0,52.0,66.0,2000000
W. Morgan,36,186,101,30.0,34.0,41.0,54.0,75.0,72.0,800000
L. Ponzio,38,174,71,48.0,58.0,69.0,66.0,74.0,72.0,875000
C. Fuchs,34,187,89,48.0,67.0,76.0,69.0,75.0,67.0,1400000
J. Dátolo,36,179,77,54.0,74.0,74.0,74.0,47.0,55.0,1300000
Mikel Rico,35,179,75,39.0,71.0,68.0,68.0,72.0,77.0,1700000
A. Lennon,33,165,63,77.0,61.0,69.0,78.0,49.0,55.0,2400000
Lee Chung Yong,31,180,70,71.0,64.0,71.0,77.0,53.0,63.0,3500000
J. Valdivia,36,173,71,51.0,65.0,76.0,76.0,40.0,57.0,1300000
S. Dann,33,188,78,32.0,40.0,48.0,47.0,76.0,64.0,1900000
A. Hunt,33,183,73,61.0,72.0,73.0,76.0,47.0,59.0,2400000
W. Janssen,33,186,75,39.0,63.0,68.0,66.0,73.0,75.0,1900000
Muriqui,34,171,68,88.0,71.0,66.0,77.0,43.0,64.0,2100000
F. Haroun,34,188,73,47.0,54.0,65.0,61.0,73.0,81.0,1500000
G. Rossi,33,173,72,74.0,75.0,70.0,79.0,25.0,38.0,2500000
B. Sharp,34,175,70,57.0,74.0,62.0,64.0,42.0,68.0,2100000
Rolando,34,189,77,32.0,37.0,56.0,51.0,75.0,71.0,1500000
P. Bardsley,35,180,79,50.0,58.0,66.0,67.0,75.0,70.0,1100000
S. Larsson,35,178,70,53.0,69.0,77.0,68.0,66.0,72.0,1700000
L. Refaelov,34,175,70,65.0,74.0,72.0,75.0,46.0,50.0,2000000
S. M'Bia,34,187,87,64.0,62.0,66.0,66.0,70.0,80.0,1500000
F. Gago,34,177,76,55.0,53.0,77.0,70.0,66.0,70.0,1500000
G. Castro,33,172,72,55.0,67.0,75.0,74.0,67.0,63.0,2300000
A. Aldrete,32,177,75,72.0,57.0,68.0,69.0,70.0,71.0,2500000
F. Higuaín,35,173,75,54.0,71.0,77.0,72.0,49.0,59.0,1800000
A. Büyük,32,177,78,75.0,71.0,66.0,76.0,29.0,67.0,3100000
R. Vlaar,35,189,80,31.0,56.0,57.0,50.0,75.0,77.0,1200000
M. Suttner,33,179,73,65.0,58.0,72.0,71.0,70.0,67.0,1800000
G. dos Santos,31,175,75,78.0,66.0,72.0,78.0,32.0,55.0,3500000
P. Aguilar,34,178,67,74.0,63.0,68.0,69.0,68.0,76.0,1400000
J. Maidana,34,185,80,33.0,37.0,62.0,50.0,72.0,75.0,1500000
P. Mouche,32,177,72,77.0,69.0,69.0,75.0,27.0,65.0,3100000
A. Pereira,34,180,78,76.0,63.0,68.0,70.0,67.0,76.0,1400000
Varela,35,180,76,71.0,75.0,69.0,75.0,44.0,66.0,1800000
José Crespo,33,185,74,69.0,39.0,64.0,61.0,73.0,75.0,1900000
L. Grabban,32,183,78,69.0,73.0,60.0,69.0,31.0,68.0,3200000
L. Cigarini,34,175,72,54.0,65.0,79.0,72.0,68.0,58.0,1900000
M. Fernández,34,176,72,65.0,67.0,76.0,76.0,57.0,62.0,1900000
R. De Laet,31,186,77,72.0,50.0,61.0,66.0,73.0,75.0,3000000
K. Kamara,35,191,86,73.0,72.0,61.0,71.0,35.0,78.0,1800000
V. Birsa,33,184,80,60.0,72.0,76.0,75.0,56.0,65.0,2400000
D. Chygrynskyi,33,189,85,48.0,39.0,59.0,44.0,75.0,73.0,1900000
S. Missiroli,34,191,77,56.0,65.0,73.0,70.0,68.0,62.0,1900000
Bojan,29,170,68,69.0,70.0,73.0,77.0,27.0,43.0,3900000
G. Bong,32,187,74,62.0,41.0,69.0,69.0,73.0,70.0,2500000
L. Deaux,31,188,82,49.0,54.0,66.0,63.0,71.0,78.0,3000000
A. Traoré,31,174,71,83.0,69.0,71.0,75.0,47.0,72.0,3500000
O. Kamara,30,184,71,74.0,73.0,59.0,71.0,33.0,77.0,3900000
Fernandinho Silva,34,171,70,85.0,69.0,66.0,78.0,51.0,62.0,2000000
Luisinho,35,171,62,68.0,53.0,71.0,70.0,72.0,60.0,1100000
R. Bengtsson,34,186,80,41.0,37.0,54.0,56.0,74.0,68.0,1500000
O. Akhmedov,32,180,75,68.0,70.0,72.0,70.0,72.0,71.0,3000000
F. Kudryashov,33,181,81,72.0,45.0,61.0,64.0,71.0,72.0,1800000
Hao Junmin,33,178,78,72.0,70.0,74.0,73.0,62.0,66.0,2300000
Rúben Ribeiro,32,175,67,70.0,70.0,70.0,81.0,54.0,63.0,3100000
W. Gargano,35,168,65,69.0,52.0,62.0,66.0,69.0,75.0,1300000
H. Nordtveit,30,188,83,58.0,53.0,69.0,64.0,74.0,72.0,3200000
V. Stocker,31,179,73,68.0,68.0,75.0,74.0,48.0,67.0,3500000
Paulo Vinícius,35,187,86,41.0,52.0,55.0,56.0,72.0,83.0,1200000
F. Bartels,33,176,69,69.0,69.0,72.0,79.0,44.0,48.0,2400000
K. Mitroglou,32,188,86,51.0,76.0,65.0,65.0,20.0,77.0,3200000
B. Bannan,30,169,61,63.0,64.0,76.0,76.0,50.0,53.0,3700000
J. Hogg,31,176,73,66.0,53.0,63.0,67.0,72.0,78.0,3000000
J. Molina,32,186,77,64.0,58.0,65.0,66.0,71.0,86.0,2600000
J. Pied,31,173,73,65.0,67.0,73.0,73.0,73.0,68.0,2900000
F. Roncaglia,33,179,76,59.0,53.0,65.0,63.0,75.0,71.0,1900000
Castro,32,181,75,67.0,71.0,71.0,74.0,64.0,76.0,3000000
S. Dewaest,29,188,91,49.0,41.0,48.0,39.0,74.0,80.0,3400000
R. van Wolfswinkel,31,185,72,63.0,73.0,70.0,71.0,42.0,63.0,3600000
N. Sánchez,34,182,74,39.0,52.0,59.0,59.0,71.0,81.0,1500000
D. Gosling,30,183,79,52.0,68.0,72.0,68.0,70.0,68.0,3700000
J. Chester,31,180,79,65.0,34.0,58.0,62.0,73.0,73.0,3000000
D. Drinkwater,30,177,81,54.0,66.0,73.0,73.0,70.0,61.0,3700000
M. Fabián,30,171,65,63.0,75.0,74.0,77.0,34.0,63.0,3800000
B. Espinosa,30,192,86,43.0,44.0,58.0,50.0,72.0,76.0,3200000
S. Di Carmine,31,187,78,67.0,73.0,53.0,73.0,36.0,76.0,3600000
S. Morrison,29,194,84,45.0,29.0,41.0,48.0,73.0,77.0,3400000
D. Moreno,34,178,83,65.0,75.0,74.0,73.0,42.0,67.0,2100000
C. Zambrano,30,185,83,56.0,48.0,57.0,66.0,74.0,74.0,3200000
Henrique,33,185,79,64.0,46.0,57.0,62.0,72.0,76.0,1900000
V. Vasin,31,192,83,67.0,41.0,58.0,45.0,74.0,74.0,3000000
O. El Kaddouri,29,185,82,71.0,69.0,74.0,74.0,57.0,71.0,3900000
C. Grenier,29,187,79,51.0,71.0,78.0,74.0,60.0,65.0,3800000
L. Balogun,32,190,88,53.0,45.0,60.0,60.0,74.0,72.0,2600000
B. Fornaroli,32,175,68,75.0,72.0,64.0,76.0,38.0,76.0,3200000
J. Stanislas,30,183,76,73.0,68.0,73.0,74.0,36.0,54.0,3800000
Víctor Vázquez,33,176,76,46.0,68.0,77.0,73.0,47.0,58.0,2400000
M. Schäffler,31,189,89,68.0,76.0,51.0,63.0,32.0,78.0,3600000
J. Kovařík,32,183,81,67.0,73.0,77.0,72.0,60.0,67.0,3100000
Fábio,29,172,74,75.0,56.0,69.0,73.0,71.0,65.0,3300000
V. Manceau,30,176,70,47.0,46.0,69.0,72.0,74.0,69.0,3200000
W. Bony,31,182,88,48.0,76.0,58.0,68.0,38.0,72.0,3600000
J. Bennett,30,178,74,70.0,44.0,66.0,67.0,72.0,70.0,3200000
Míchel,31,182,68,47.0,66.0,79.0,73.0,55.0,54.0,3400000
H. Dalsgaard,30,192,81,75.0,57.0,62.0,65.0,71.0,72.0,3200000
I. Brizuela,29,171,66,89.0,67.0,67.0,75.0,45.0,64.0,3900000
Y. Öztekin,33,179,70,78.0,71.0,69.0,73.0,45.0,66.0,2400000
K. Wilczek,32,185,83,62.0,73.0,65.0,69.0,46.0,81.0,3200000
A. Bedoya,33,178,73,64.0,65.0,71.0,72.0,67.0,73.0,2300000
T. Usami,28,178,69,76.0,71.0,72.0,77.0,43.0,63.0,4100000
M. Yoshida,31,189,79,52.0,41.0,51.0,63.0,74.0,71.0,3000000
Welinton,31,181,81,58.0,48.0,57.0,48.0,74.0,77.0,3000000
P. Lasne,31,186,77,59.0,65.0,73.0,72.0,72.0,74.0,3400000
Renatinho,31,167,68,76.0,70.0,68.0,76.0,34.0,61.0,3500000
M. Caraglio,31,187,92,44.0,76.0,61.0,68.0,27.0,79.0,3600000
R. Sawyers,28,185,67,69.0,60.0,72.0,74.0,61.0,70.0,4000000
M. Zimmermann,28,177,76,71.0,52.0,66.0,68.0,70.0,72.0,3400000
E. Badu,29,173,71,76.0,67.0,70.0,76.0,72.0,68.0,3800000
A. Ioniță,29,184,73,61.0,68.0,71.0,70.0,74.0,76.0,3800000
G. Charbonnier,31,188,80,39.0,73.0,64.0,74.0,36.0,72.0,3600000
M. Klich,30,183,82,68.0,70.0,73.0,71.0,57.0,74.0,3700000
F. Pisacane,34,178,77,61.0,26.0,52.0,62.0,75.0,66.0,1500000
S. Hutchinson,29,188,80,50.0,29.0,51.0,54.0,73.0,81.0,3400000
S. Clucas,29,188,74,70.0,71.0,71.0,71.0,67.0,74.0,3800000
Leonardo,33,172,65,81.0,69.0,71.0,74.0,24.0,69.0,2400000
Borja Bastón,27,186,82,48.0,75.0,61.0,65.0,41.0,75.0,4300000
R. Petrović,31,193,78,41.0,54.0,62.0,61.0,73.0,77.0,3000000
E. Paredes,39,178,82,59.0,76.0,66.0,72.0,34.0,71.0,1200000
S. Gürler,28,175,65,80.0,67.0,69.0,74.0,44.0,54.0,4000000
M. Pack,29,188,74,51.0,60.0,71.0,69.0,68.0,78.0,3400000
G. Donati,30,178,76,69.0,43.0,62.0,67.0,74.0,76.0,3200000
J. Martin,30,184,76,59.0,69.0,74.0,72.0,66.0,67.0,3700000
Caio,29,179,70,81.0,73.0,66.0,76.0,29.0,66.0,4000000
Leandro Damião,30,188,90,56.0,74.0,59.0,69.0,35.0,77.0,3900000
Raúl Carnero,31,180,74,66.0,62.0,71.0,68.0,67.0,74.0,2900000
M. Vydra,28,180,71,78.0,74.0,67.0,73.0,35.0,59.0,4100000
S. Bell,28,192,88,47.0,38.0,53.0,49.0,76.0,75.0,3500000
M. Waris,28,172,71,92.0,70.0,65.0,74.0,39.0,65.0,4000000
Raúl Navas,32,186,84,35.0,45.0,55.0,46.0,75.0,63.0,2600000
D. Drexler,30,182,71,71.0,63.0,72.0,77.0,40.0,56.0,3800000
Aday Benítez,32,179,75,72.0,57.0,69.0,75.0,68.0,63.0,3100000
A. Tinnerholm,29,176,75,75.0,51.0,65.0,69.0,67.0,76.0,3300000
I. Nestorovski,30,182,75,68.0,74.0,53.0,71.0,35.0,75.0,3900000
A. Bamba,30,182,72,77.0,41.0,65.0,65.0,69.0,71.0,3200000
R. Métanire,30,178,74,77.0,31.0,64.0,67.0,68.0,76.0,3200000
Z. Bergdich,31,178,69,82.0,51.0,65.0,73.0,69.0,74.0,2900000
S. Kittel,27,179,76,73.0,67.0,73.0,76.0,33.0,56.0,4200000
N. Blandi,30,181,76,62.0,74.0,59.0,67.0,38.0,69.0,3900000
Alan Patrick,29,178,72,75.0,71.0,72.0,76.0,57.0,65.0,3900000
L. Rupp,29,178,73,63.0,67.0,74.0,76.0,65.0,63.0,3800000
Lee Yong,33,180,76,77.0,54.0,67.0,64.0,69.0,72.0,1800000
C. Schindler,30,189,77,61.0,32.0,57.0,54.0,74.0,75.0,3200000
B. Stancu,33,183,75,72.0,74.0,68.0,71.0,35.0,68.0,2500000
M. Colin,28,180,76,75.0,34.0,64.0,69.0,71.0,74.0,3400000
C. Gytkjær,30,185,77,71.0,73.0,57.0,69.0,33.0,74.0,3900000
A. Musa,27,171,66,93.0,66.0,63.0,74.0,30.0,56.0,4200000
V. Eysseric,28,181,73,66.0,70.0,76.0,75.0,43.0,59.0,4000000
A. Ienaga,34,173,70,75.0,69.0,72.0,73.0,38.0,65.0,2000000
O. Hernández,27,172,76,83.0,70.0,63.0,77.0,34.0,71.0,4200000
O. Kragl,30,180,77,81.0,71.0,67.0,73.0,51.0,78.0,3800000
S. Dallas,29,183,81,73.0,64.0,66.0,71.0,69.0,74.0,3300000
I. Balliu,28,174,65,80.0,39.0,68.0,72.0,68.0,71.0,3400000
A. Donnarumma,29,180,74,81.0,74.0,59.0,72.0,36.0,60.0,4000000
S. Bahoken,28,185,88,77.0,72.0,57.0,71.0,24.0,72.0,4100000
T. Delaine,28,180,70,83.0,47.0,69.0,72.0,66.0,73.0,3400000
A. Trebel,29,174,74,68.0,67.0,74.0,73.0,67.0,70.0,3800000
Eric Botteghin,32,193,89,32.0,35.0,45.0,49.0,74.0,81.0,2600000
Juan Carlos,29,183,73,67.0,68.0,73.0,74.0,57.0,59.0,3800000
Hervías,27,174,67,78.0,64.0,69.0,77.0,40.0,50.0,4200000
L. Melgarejo,29,177,75,82.0,68.0,66.0,76.0,55.0,69.0,3900000
T. Leistner,29,190,87,57.0,37.0,54.0,53.0,74.0,80.0,3400000
Iván Sánchez,27,171,64,91.0,59.0,66.0,77.0,34.0,52.0,4200000
Diego Oliveira,30,179,78,74.0,74.0,69.0,71.0,38.0,70.0,3900000
H. Soudani,32,182,75,73.0,74.0,69.0,75.0,43.0,70.0,3100000
L. Ceppitelli,30,186,83,51.0,33.0,35.0,41.0,76.0,70.0,3200000
E. Alioski,28,172,63,81.0,69.0,68.0,69.0,65.0,73.0,3400000
M. Stevanović,29,180,72,80.0,63.0,70.0,72.0,38.0,68.0,3900000
J. Ferri,28,173,73,62.0,67.0,71.0,72.0,66.0,73.0,4000000
T. Dingomé,29,174,71,65.0,65.0,75.0,76.0,66.0,70.0,3900000
R. Bezus,29,186,82,65.0,69.0,75.0,72.0,46.0,64.0,3900000
J. Damm,27,185,70,92.0,62.0,65.0,74.0,44.0,70.0,4200000
M. Bolaños,30,172,65,80.0,70.0,66.0,74.0,25.0,62.0,3800000
Rafael Silva,28,179,73,85.0,73.0,67.0,74.0,30.0,69.0,4100000
E. Durm,28,182,70,74.0,53.0,64.0,68.0,70.0,69.0,3400000
M. Danielson,31,192,80,50.0,28.0,49.0,56.0,76.0,71.0,3000000
D. Blum,29,183,83,85.0,72.0,66.0,76.0,32.0,66.0,3900000
M. Poundjé,27,180,75,77.0,35.0,63.0,71.0,69.0,70.0,3600000
Gerso,29,173,64,93.0,66.0,62.0,76.0,41.0,50.0,3900000
S. Larsson,27,179,70,74.0,71.0,72.0,79.0,38.0,59.0,4200000
R. Ghezzal,28,182,70,70.0,68.0,74.0,77.0,28.0,55.0,4000000
Fran Sol,28,181,77,68.0,74.0,56.0,67.0,34.0,68.0,4100000
L. Zuffi,30,180,70,65.0,71.0,79.0,71.0,71.0,70.0,3800000
Júlio Tavares,31,188,83,55.0,73.0,56.0,69.0,30.0,82.0,3600000
V. Laurini,31,173,72,71.0,33.0,60.0,67.0,71.0,66.0,2900000
C. Corvalán,31,179,78,65.0,50.0,64.0,68.0,71.0,77.0,2900000
A. Voglsammer,28,178,81,80.0,75.0,66.0,69.0,37.0,79.0,4000000
J. Bela,27,173,71,92.0,72.0,64.0,76.0,37.0,64.0,4200000
A. Jahović,33,191,90,69.0,74.0,48.0,66.0,33.0,76.0,2500000
D. Nistor,32,174,74,68.0,67.0,73.0,72.0,58.0,70.0,3000000
Hwang Ui Jo,27,185,78,77.0,74.0,64.0,73.0,42.0,72.0,4300000
A. Hurtado,33,178,72,86.0,73.0,66.0,76.0,47.0,65.0,2500000
L. Cavallini,27,182,89,74.0,73.0,49.0,71.0,33.0,80.0,4300000
F. Bachirou,30,170,65,74.0,42.0,63.0,76.0,70.0,75.0,3300000
Y. Candelo,28,172,67,87.0,67.0,70.0,76.0,55.0,69.0,4000000
J. Pérez,29,178,72,85.0,69.0,66.0,75.0,38.0,67.0,3900000
W. Tesillo,30,184,78,63.0,29.0,59.0,63.0,74.0,73.0,3200000
D. Asprilla,31,177,77,82.0,70.0,66.0,77.0,34.0,75.0,3500000
L. Valencia,29,169,72,82.0,69.0,71.0,74.0,29.0,62.0,3900000
W. Morelo,33,172,70,78.0,72.0,62.0,74.0,43.0,67.0,2500000
R. Lenis,27,180,70,81.0,68.0,66.0,73.0,36.0,61.0,4200000
P. Goltz,35,184,82,50.0,56.0,62.0,58.0,72.0,80.0,1200000
A. Parot,30,180,74,73.0,61.0,65.0,69.0,70.0,78.0,3200000
E. Mas,31,180,81,77.0,61.0,66.0,69.0,69.0,79.0,2900000
E. Brítez,28,180,78,72.0,49.0,58.0,66.0,74.0,79.0,3400000
B. Bianchi,31,183,76,58.0,35.0,54.0,59.0,75.0,75.0,3000000
G. Lezcano,33,170,67,77.0,70.0,66.0,74.0,24.0,72.0,2400000
P. Pérez,34,175,80,63.0,68.0,74.0,71.0,69.0,79.0,1900000
G. Peruzzi,28,178,71,76.0,50.0,64.0,69.0,69.0,71.0,3400000
L. Jara,29,185,82,72.0,53.0,67.0,70.0,68.0,78.0,3300000
G. Carrillo,29,191,87,52.0,75.0,54.0,71.0,39.0,74.0,4000000
Henrique Dourado,30,186,80,68.0,75.0,63.0,65.0,34.0,78.0,3900000
L. Gil,29,171,69,68.0,52.0,78.0,72.0,70.0,75.0,3800000
G. Letizia,30,173,63,88.0,42.0,60.0,69.0,67.0,74.0,3200000
Edgar Méndez,30,187,78,76.0,71.0,70.0,70.0,43.0,77.0,3800000
D. Delgado,27,176,70,91.0,63.0,65.0,70.0,62.0,72.0,4200000
M. Al Buraik,27,173,61,83.0,60.0,70.0,70.0,65.0,72.0,3600000
S. Özbayraklı,30,171,71,79.0,60.0,69.0,71.0,68.0,74.0,3200000
J. Lucero,28,179,72,81.0,71.0,60.0,73.0,32.0,67.0,4100000
P. Martinez,31,182,77,63.0,45.0,63.0,69.0,75.0,74.0,3000000
Granell,31,175,70,61.0,71.0,76.0,70.0,67.0,68.0,3000000
W. Montoya,26,173,72,78.0,61.0,69.0,75.0,52.0,65.0,4300000
A. Ibargüen,28,168,63,91.0,63.0,66.0,78.0,36.0,44.0,4000000
L. Gamba,33,170,70,87.0,72.0,71.0,76.0,28.0,61.0,2500000
Dalbert,26,181,70,89.0,57.0,68.0,75.0,69.0,69.0,4300000
J. Meneses,27,163,58,84.0,64.0,66.0,75.0,31.0,69.0,4200000
Hugo Goiteira,28,190,88,41.0,48.0,55.0,50.0,74.0,80.0,3500000
Osvaldo Lodeiro,20,185,81,73.0,49.0,53.0,53.0,75.0,69.0,3900000
Lúcio Calegario,28,169,69,75.0,65.0,69.0,70.0,66.0,76.0,4000000
Caio Chissano,32,173,74,75.0,39.0,65.0,70.0,71.0,62.0,2500000
Juliano Mascarinhas,24,183,80,63.0,53.0,65.0,63.0,73.0,75.0,3900000
Nicolás Formido,20,183,77,68.0,65.0,75.0,74.0,34.0,67.0,4500000
Guto Costinho,32,179,77,62.0,37.0,56.0,61.0,74.0,74.0,2600000
Michel Cruceiro,28,185,82,60.0,64.0,68.0,64.0,71.0,78.0,3600000
Emu Teixeira,36,180,81,66.0,36.0,55.0,53.0,72.0,78.0,800000
Jonas Damasto,24,177,69,78.0,45.0,59.0,62.0,70.0,61.0,3800000
Jeff Meirson,28,179,77,72.0,50.0,69.0,60.0,72.0,74.0,3400000
Tramontinaldo,24,175,71,66.0,50.0,70.0,67.0,72.0,59.0,3800000
Silvosinho,24,177,73,65.0,54.0,64.0,63.0,70.0,69.0,3800000
Enaldo Toxeto,36,181,79,67.0,54.0,58.0,63.0,73.0,75.0,800000
Fabrio Farinha,28,177,72,72.0,62.0,75.0,77.0,43.0,58.0,4000000
Brenito Duarte,28,181,72,73.0,71.0,70.0,73.0,38.0,64.0,4000000
Sandelas Júnior,28,183,78,61.0,53.0,65.0,64.0,71.0,75.0,3600000
Dagoberto Esteiro,24,178,75,64.0,76.0,52.0,67.0,25.0,59.0,4500000
Luis Couprins,20,177,72,71.0,65.0,66.0,62.0,74.0,69.0,4000000
Rodolfo Pittaça,20,179,77,51.0,75.0,68.0,64.0,43.0,81.0,4500000
Marcos Paneira,20,182,73,54.0,57.0,67.0,68.0,75.0,68.0,4000000
Claudiosa Paes,32,175,75,79.0,63.0,71.0,75.0,49.0,62.0,3100000
Thio Rolim,24,169,67,79.0,69.0,69.0,74.0,39.0,52.0,4400000
Marlon Nideiro,24,169,66,77.0,63.0,71.0,77.0,32.0,51.0,4400000
Leo Caldeirinha,24,175,75,69.0,72.0,73.0,74.0,29.0,67.0,4400000
Alvildo Sousa,24,183,79,69.0,69.0,72.0,73.0,30.0,70.0,4400000
Fabri Arnoia,28,175,73,80.0,65.0,67.0,74.0,27.0,58.0,4000000
Nuno da Costa,29,182,70,78.0,72.0,64.0,77.0,26.0,61.0,4000000
C. de Pena,28,177,72,75.0,61.0,71.0,73.0,27.0,51.0,4000000
C. Ninga,27,186,81,90.0,72.0,65.0,70.0,27.0,77.0,4200000
N. Skubic,31,178,75,70.0,53.0,64.0,70.0,72.0,74.0,2900000
S. Ghoddos,26,177,79,78.0,73.0,69.0,74.0,44.0,69.0,4300000
D. Zabala,28,172,64,72.0,74.0,72.0,72.0,41.0,63.0,4000000
F. Zampedri,32,185,83,67.0,74.0,54.0,70.0,29.0,75.0,3200000
Y. Kobayashi,32,177,72,77.0,74.0,67.0,73.0,30.0,64.0,3200000
Júnior Morais,33,176,77,74.0,69.0,67.0,70.0,68.0,75.0,1800000
Vágner Corraldo,20,175,70,72.0,59.0,63.0,69.0,71.0,63.0,3800000
C. Quintana,32,190,88,51.0,32.0,46.0,48.0,75.0,80.0,2600000
O. El Hajjam,29,180,72,71.0,46.0,66.0,72.0,69.0,74.0,3300000
Enzo Merques,24,187,76,72.0,64.0,70.0,73.0,67.0,74.0,3800000
Marlion Simões,28,180,75,85.0,56.0,59.0,70.0,70.0,71.0,3400000
Nildo Reisão,24,191,90,52.0,41.0,61.0,47.0,73.0,84.0,3900000
Roberto Soira,24,187,83,55.0,45.0,52.0,63.0,74.0,71.0,3900000
Bebeto,30,174,62,75.0,45.0,63.0,70.0,69.0,64.0,3200000
Douglas,32,184,74,69.0,74.0,49.0,70.0,28.0,68.0,3200000
Enric Gallego,33,189,87,59.0,76.0,56.0,68.0,25.0,71.0,2500000
M. Bülter,27,188,85,79.0,73.0,66.0,74.0,48.0,73.0,4200000
J. González,28,177,73,79.0,43.0,58.0,57.0,71.0,73.0,3400000
Pedri,17,174,61,80.0,61.0,71.0,76.0,46.0,52.0,6000000
Dodô,21,166,71,88.0,55.0,62.0,74.0,64.0,67.0,6500000
L. Pellegrini,21,178,72,76.0,35.0,62.0,69.0,67.0,56.0,6500000
G. Tsitaishvili,19,171,63,90.0,60.0,59.0,81.0,33.0,43.0,6500000
Eduardo Quaresma,18,185,76,61.0,31.0,47.0,55.0,72.0,67.0,6000000
Jota,21,175,67,85.0,65.0,64.0,78.0,32.0,50.0,6000000
